idMao	idPartida	jogadorMao	cartaAltaRobo	cartaMediaRobo	cartaBaixaRobo	cartaAltaHumano	cartaMediaHumano	cartaBaixaHumano	primeiraCartaRobo	primeiraCartaHumano	segundaCartaRobo	segundaCartaHumano	terceiraCartaRobo	terceiraCartaHumano	ganhadorPrimeiraRodada	ganhadorSegundaRodada	ganhadorTerceiraRodada	roboCartaVirada	humanoCartaVirada	quemPediuEnvido	quemPediuFaltaEnvido	quemPediuRealEnvido	pontosEnvidoRobo	pontosEnvidoHumano	quemNegouEnvido	quemGanhouEnvido	tentosEnvido	quemFlor	quemContraFlor	quemContraFlorResto	quemNegouFlor	pontosFlorRobo	pontosFlorHumano	quemGanhouFlor	tentosFlor	quemEscondeuPontosEnvido	quemEscondeuPontosFlor	quemTruco	quandoTruco	quemRetruco	quandoRetruco	quemValeQuatro	quandoValeQuatro	quemNegouTruco	quemGanhouTruco	tentosTruco	tentosAnterioresRobo	tentosAnterioresHumano	tentosPosterioresRobo	tentosPosterioresHumano	roboMentiuEnvido	humanoMentiuEnvido	roboMentiuFlor	humanoMentiuFlor	roboMentiuTruco	humanoMentiuTruco	quemBaralho	quandoBaralho	quemContraFlorFalta	quemEnvidoEnvido	quemFlorFlor	quandoCartaVirada	hasDeception	roboMentiuRound1	humanoMentiuRound1	roboMentiuRound2	humanoMentiuRound2	roboMentiuRound3	humanoMentiuRound3	naipeCartaAltaRobo	naipeCartaMediaRobo	naipeCartaBaixaRobo	naipeCartaAltaHumano	naipeCartaMediaHumano	naipeCartaBaixaHumano	naipePrimeiraCartaRobo	naipePrimeiraCartaHumano	naipeSegundaCartaRobo	naipeSegundaCartaHumano	naipeTerceiraCartaRobo	naipeTerceiraCartaHumano	quantidadeChamadasHumano	quantidadeChamadasRobo	qualidadeMaoRobo	qualidadeMaoHumano	primeiraCartaHumanoClustering	segundaCartaHumanoClustering	terceiraCartaHumanoClustering	primeiraCartaRoboClustering	segundaCartaRoboClustering	terceiraCartaRoboClustering	quantidadeChamadasEnvidoRobo	quantidadeChamadasEnvidoHumano	cartaAltaRoboClustering	cartaMediaRoboClustering	cartaBaixaRoboClustering	clusterPrimeiraCartaAgentePe	clusterSegundaCartaAgenteGanhouAprimeira	clusterSegundaCartaAgentePerdeuAprimeira	clusterTerceiraCartaAgenteGanhouAsegunda	clusterGanhadorUltimaRodada	clusterTerceiraCartaAgentePerdeuAsegunda	clusterPrimeiraCartaAgenteMao	ganhadorMao	clusterQuemEnvidoAgenteMao	clusterQuemFlor	id	saldoTruco	saldoEnvido	saldoFlor	clusterQuemEnvidoAgentePe	clusteringindexacao	clusterBaralho	clusteringIndexacaoPontos	casoUtilTruco	casoUtilEnvido	casoUtilContraFlor	quemPediuEnvidoCluster	quemPediuRealEnvidoCluster	quemPediuFaltaEnvidoCluster	quemNegouEnvidoCluster	quemTrucoCluster	quemRetrucoCluster	quemValeQuatroCluster	quemNegouTrucoCluster	utilTruco	utilEnvido	utilFlor	utilCarta	quemPediuFlorCluster	quemPediuContraFlorCluster	quemPediuContraFlorEoRestoCluster	diferencaPontuacao	idOrigem	clusterQuemTrucoPrimeiraMao	clusterQuemTrucoPrimeiraPe	clusterQuemTrucoSegundaGanhouAnterior	clusterQuemTrucoSegundaPerdeuAnterior	clusterQuemTrucoTerceiraGanhouAnterior	clusterQuemTrucoTerceiraPerdeuAnterior	bluff1Success	bluff1Failure	bluff2Success	bluff2Failure	bluff3Success	bluff3Failure	bluff4Success	bluff4Failure	bluff5Success	bluff5Failure	bluff6Success	bluff6Failure	bluff1Opponent	bluff2Opponent	bluff3Opponent	bluff4Opponent	bluff5Opponent	bluff6Opponent	bluff1ShowDown	bluff2ShowDown	bluff3ShowDown	bluff4ShowDown	bluff5ShowDown	bluff6ShowDown
2561	a347b27f-428f-4bf9-9281-e17a21e50af4	1	52	7	2	16	6	6	2	6	7	6	52	1	2	1	1	0	NULL	2	0	0	5	22	1	2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	0	1	2	16	24	2	1	NULL	3	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	BASTOS	OURO	COPAS	COPAS	ESPADAS	OURO	COPAS	BASTOS	ESPADAS	ESPADAS	NULL	0	0	0	0	7	7	-46	4	16	46	NULL	NULL	51	7	3	0	0	4	1	NULL	0	2	1	0	NULL	2561	2	-1	0	0	2	0	1	0	0	0	3	2	2	NULL	1	2	2	2	1	0	1	1	0	0	0	0	NULL	2	0	0	3	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2562	2dec4c1c-4fe9-4e04-9904-375803759040	2	8	6	3	12	4	2	3	2	6	12	8	4	1	2	1	0	NULL	2	0	0	26	26	0	2	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	1	3	0	0	0	0	0	1	2	2	1	4	3	4	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	ESPADAS	BASTOS	OURO	BASTOS	OURO	BASTOS	OURO	ESPADAS	OURO	BASTOS	BASTOS	0	0	0	0	3	12	3	4	16	46	NULL	NULL	7	7	3	6	2	0	0	NULL	1	0	1	0	NULL	2562	2	-2	0	3	2	0	2	0	0	0	3	2	2	NULL	1	2	2	2	1	1	1	1	0	0	0	0	NULL	0	5	1	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2563	2dec4c1c-4fe9-4e04-9904-375803759040	1	12	6	1	42	24	7	1	7	-15	1	-15	1	2	2	2	0	NULL	1	0	0	4	7	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	0	0	0	0	1	2	1	4	3	5	4	1	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	13	NULL	NULL	NULL	NULL	COPAS	BASTOS	OURO	ESPADAS	BASTOS	COPAS	OURO	COPAS	NULL	NULL	NULL	NULL	0	0	0	0	7	-15	-15	4	-15	-15	NULL	NULL	12	7	3	0	0	6	0	NULL	4	3	2	0	NULL	2563	-1	1	0	0	2	0	1	0	0	0	1	2	2	NULL	3	2	2	1	1	0	1	1	0	0	0	0	NULL	1	0	0	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2564	2dec4c1c-4fe9-4e04-9904-375803759040	2	4	1	1	16	16	12	1	16	1	16	-15	NULL	2	2	2	0	NULL	1	0	0	31	23	0	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	1	5	4	7	5	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	NULL	NULL	NULL	NULL	NULL	BASTOS	BASTOS	COPAS	ESPADAS	OURO	OURO	COPAS	OURO	BASTOS	ESPADAS	NULL	NULL	0	0	0	0	20	20	-15	4	-15	-15	NULL	NULL	3	3	3	6	0	7	0	NULL	4	0	2	0	NULL	2564	-1	2	0	2	2	0	2	0	0	0	1	2	2	NULL	2	2	2	2	1	1	1	1	0	0	0	0	NULL	0	5	0	2	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2565	2dec4c1c-4fe9-4e04-9904-375803759040	1	52	7	1	16	7	6	1	6	52	7	7	1	2	1	2	0	NULL	0	0	0	4	20	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	3	0	0	0	0	1	2	1	7	5	7	6	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	OURO	BASTOS	BASTOS	COPAS	COPAS	BASTOS	COPAS	ESPADAS	COPAS	OURO	NULL	0	0	0	0	7	7	-15	4	46	16	NULL	NULL	51	7	3	0	0	4	4	NULL	0	2	1	4	NULL	2565	-1	0	0	0	2	0	1	0	0	0	2	2	2	NULL	3	2	2	1	0	1	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2566	2dec4c1c-4fe9-4e04-9904-375803759040	2	24	8	4	16	7	6	8	7	4	6	24	16	1	2	1	0	NULL	1	0	0	30	20	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	0	1	2	7	6	10	6	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	NULL	NULL	NULL	NULL	NULL	COPAS	ESPADAS	COPAS	ESPADAS	COPAS	COPAS	ESPADAS	COPAS	COPAS	COPAS	COPAS	ESPADAS	0	0	0	0	7	7	20	16	4	46	NULL	NULL	20	7	3	6	2	0	0	NULL	1	0	1	0	NULL	2566	2	1	0	2	2	0	2	0	0	0	1	2	2	NULL	1	2	2	2	1	1	1	1	0	0	0	0	NULL	0	5	1	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2567	2dec4c1c-4fe9-4e04-9904-375803759040	1	52	24	6	16	16	6	6	16	24	6	52	1	2	1	1	0	NULL	0	0	0	24	22	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	0	1	2	10	6	15	6	NULL	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	ESPADAS	ESPADAS	ESPADAS	COPAS	COPAS	ESPADAS	COPAS	ESPADAS	COPAS	ESPADAS	NULL	0	0	0	0	20	7	-46	4	16	46	NULL	NULL	51	20	7	0	0	4	1	NULL	0	1	1	2	NULL	2567	2	0	0	0	3	0	2	0	0	0	2	2	2	NULL	1	2	2	2	0	1	1	1	1	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2568	2dec4c1c-4fe9-4e04-9904-375803759040	2	7	7	6	24	24	12	6	24	7	12	-15	NULL	2	2	2	0	NULL	1	0	0	20	3	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	1	15	6	16	7	3	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	ESPADAS	COPAS	OURO	BASTOS	COPAS	COPAS	OURO	ESPADAS	COPAS	NULL	NULL	0	0	0	0	20	12	-15	4	-15	-15	NULL	NULL	7	7	7	5	0	3	0	NULL	4	0	2	0	NULL	2568	-1	1	0	2	1	0	2	0	0	0	1	2	2	NULL	2	2	2	2	1	1	1	1	0	0	0	0	NULL	0	5	0	2	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2569	2dec4c1c-4fe9-4e04-9904-375803759040	1	40	24	1	8	4	2	1	2	24	4	40	1	2	1	1	0	NULL	1	0	0	27	7	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	0	1	2	16	7	19	7	NULL	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	1	NULL	14	NULL	NULL	NULL	NULL	OURO	COPAS	COPAS	OURO	COPAS	BASTOS	COPAS	BASTOS	COPAS	COPAS	OURO	NULL	0	0	0	0	3	3	-46	4	16	46	NULL	NULL	41	20	3	0	0	4	1	NULL	0	1	1	1	NULL	2569	2	1	0	0	3	0	2	0	0	0	1	2	2	NULL	1	2	2	2	0	1	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2570	2dec4c1c-4fe9-4e04-9904-375803759040	2	24	3	1	52	16	7	24	16	1	1	-15	1	1	2	2	0	NULL	1	0	0	6	2	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	0	0	0	0	1	2	1	19	7	20	8	3	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	13	NULL	NULL	NULL	NULL	COPAS	OURO	BASTOS	ESPADAS	BASTOS	OURO	COPAS	BASTOS	BASTOS	NULL	NULL	NULL	0	0	0	0	20	-15	-15	46	4	-15	NULL	NULL	20	3	3	2	2	0	0	NULL	4	0	1	0	NULL	2570	-1	1	0	0	2	0	1	0	0	0	1	2	2	NULL	3	2	2	1	1	0	1	1	0	0	0	0	NULL	0	4	2	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2571	2dec4c1c-4fe9-4e04-9904-375803759040	1	12	8	1	7	7	6	1	6	8	7	12	1	2	1	1	0	NULL	1	0	0	24	0	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	2	3	0	0	0	1	3	20	8	24	8	NULL	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	1	NULL	14	NULL	NULL	31	31	OURO	ESPADAS	ESPADAS	COPAS	ESPADAS	OURO	ESPADAS	OURO	ESPADAS	ESPADAS	OURO	NULL	0	0	0	0	7	7	-46	4	16	46	NULL	NULL	12	7	3	0	0	4	1	NULL	0	3	1	1	NULL	2571	3	1	0	0	2	0	2	0	0	0	1	2	2	NULL	1	3	2	2	1	1	1	1	0	0	0	0	NULL	2	0	0	3	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2572	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	1	50	6	1	42	8	1	1	8	50	42	6	1	2	1	1	0	NULL	0	0	0	4	7	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	2	2	3	0	1	4	0	0	4	0	NULL	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	OURO	COPAS	ESPADAS	COPAS	BASTOS	COPAS	COPAS	BASTOS	ESPADAS	OURO	NULL	0	0	0	0	7	41	-46	4	46	16	NULL	NULL	51	7	3	0	0	4	4	NULL	0	2	1	4	NULL	2572	4	0	0	0	2	0	1	0	0	0	2	2	2	NULL	3	1	3	2	1	1	1	1	0	0	0	0	1	1	0	0	1	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2573	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	12	7	4	24	24	1	4	24	-10	24	-10	0	2	2	2	0	NULL	0	1	0	27	4	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	0	0	0	0	0	2	2	4	0	5	2	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	BASTOS	BASTOS	BASTOS	OURO	COPAS	BASTOS	BASTOS	NULL	OURO	NULL	NULL	0	0	0	0	20	20	-15	4	-15	-15	NULL	NULL	12	7	3	6	0	7	0	NULL	4	0	2	0	NULL	2573	-2	1	0	0	2	0	2	0	0	0	2	2	1	NULL	3	2	2	2	1	0	1	1	0	0	0	0	2	0	4	0	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2574	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	1	42	7	1	40	6	2	1	2	7	6	42	40	2	1	1	0	NULL	0	0	0	7	7	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	0	1	2	5	2	7	2	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	31	NULL	ESPADAS	BASTOS	OURO	OURO	BASTOS	COPAS	OURO	COPAS	BASTOS	BASTOS	ESPADAS	OURO	0	0	0	0	3	7	41	4	16	46	NULL	NULL	41	7	3	0	0	4	1	NULL	0	2	1	4	NULL	2574	2	0	0	0	2	0	1	0	0	0	2	2	2	NULL	1	2	2	2	1	1	1	1	0	0	0	0	3	2	0	0	3	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2575	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	24	2	1	7	6	2	24	7	-46	1	-46	1	1	1	1	0	NULL	2	1	0	27	25	2	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	2	1	1	7	2	10	2	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	23	NULL	NULL	NULL	OURO	BASTOS	OURO	COPAS	ESPADAS	COPAS	OURO	COPAS	NULL	NULL	NULL	NULL	0	0	0	0	7	-46	-46	46	-46	-46	NULL	NULL	20	3	3	2	3	0	2	NULL	0	0	1	0	NULL	2575	1	2	0	0	2	0	2	0	0	0	3	2	1	NULL	1	2	2	3	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2576	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	1	24	16	2	8	6	6	2	6	16	6	24	1	2	1	1	0	NULL	1	0	0	27	20	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	0	1	2	10	2	13	2	NULL	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	COPAS	COPAS	OURO	BASTOS	OURO	COPAS	OURO	COPAS	BASTOS	OURO	NULL	0	0	0	0	7	7	-46	4	16	46	NULL	NULL	20	20	3	0	0	4	1	NULL	0	1	1	1	NULL	2576	2	1	0	0	3	0	2	0	0	0	1	2	2	NULL	1	2	2	2	0	1	1	1	0	0	0	0	5	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2577	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	24	16	1	7	2	1	16	7	1	2	-46	1	1	2	1	0	NULL	0	0	1	25	5	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	3	1	3	0	0	2	1	2	13	2	16	2	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	14	NULL	NULL	31	31	BASTOS	BASTOS	ESPADAS	BASTOS	OURO	COPAS	BASTOS	BASTOS	ESPADAS	OURO	NULL	NULL	0	0	0	0	7	3	-46	16	4	-46	NULL	NULL	20	20	3	5	2	0	0	NULL	3	0	1	0	NULL	2577	2	1	0	0	3	0	2	0	0	0	2	1	2	NULL	3	1	2	3	0	0	1	1	0	0	0	0	6	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2578	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	1	4	2	1	8	2	1	1	2	-10	8	-10	0	2	2	2	0	NULL	0	1	0	31	5	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	1	16	2	17	3	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0	1	NULL	14	NULL	NULL	NULL	NULL	COPAS	OURO	COPAS	ESPADAS	COPAS	OURO	COPAS	COPAS	NULL	ESPADAS	NULL	NULL	0	0	0	0	3	7	-15	4	-15	-15	NULL	NULL	3	3	3	0	0	3	0	NULL	4	3	2	3	NULL	2578	-1	1	0	0	2	0	2	0	0	0	2	2	1	NULL	2	2	2	2	1	1	1	1	0	0	0	0	7	1	0	0	2	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2579	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	24	7	1	6	3	2	7	6	1	2	-46	3	1	2	1	0	NULL	0	0	1	27	25	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	17	3	19	3	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	NULL	NULL	NULL	NULL	NULL	COPAS	BASTOS	COPAS	ESPADAS	BASTOS	ESPADAS	BASTOS	ESPADAS	COPAS	ESPADAS	NULL	BASTOS	0	0	0	0	7	3	-46	16	4	-46	NULL	NULL	20	7	3	6	2	0	0	NULL	3	0	1	0	NULL	2579	1	1	0	4	2	0	2	0	0	0	2	1	2	NULL	1	2	2	3	0	1	1	1	0	0	0	0	8	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2580	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	1	24	24	7	42	6	3	7	3	24	42	24	6	1	2	1	0	NULL	0	0	0	3	7	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	2	3	1	3	0	1	4	19	3	23	3	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	31	31	ESPADAS	COPAS	OURO	ESPADAS	COPAS	BASTOS	OURO	BASTOS	COPAS	ESPADAS	ESPADAS	COPAS	0	0	0	0	3	41	7	4	16	16	NULL	NULL	20	20	7	0	2	0	0	NULL	1	1	1	4	NULL	2580	4	0	0	0	3	0	1	0	0	0	2	2	2	NULL	1	3	1	2	1	1	1	1	0	0	0	0	9	2	0	3	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2581	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	24	24	24	2	1	1	24	2	-46	1	-46	1	1	1	1	0	NULL	2	0	0	3	29	1	2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	0	0	0	0	0	1	2	23	3	24	4	NULL	NULL	NULL	NULL	NULL	NULL	2	2	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	COPAS	OURO	COPAS	BASTOS	COPAS	OURO	COPAS	COPAS	NULL	NULL	NULL	0	0	0	0	3	-46	-46	4	-46	-46	NULL	NULL	20	20	20	0	0	0	0	NULL	0	0	1	0	NULL	2581	2	-1	0	1	0	0	1	0	0	0	3	2	2	NULL	1	2	2	2	0	1	1	0	0	0	0	0	10	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2582	d4c302e7-78e0-4d0e-bf6b-cc7f0d66417d	2	16	6	1	24	16	3	1	24	6	3	16	16	2	1	0	0	NULL	2	0	1	26	28	0	2	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	1	3	0	0	0	0	0	2	2	25	4	0	7	4	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	31	NULL	ESPADAS	OURO	ESPADAS	OURO	BASTOS	BASTOS	ESPADAS	OURO	OURO	BASTOS	ESPADAS	BASTOS	0	0	0	0	20	3	20	4	16	46	NULL	NULL	20	7	3	6	0	4	1	NULL	0	0	1	0	NULL	2582	-2	-5	0	4	2	0	2	0	0	0	3	1	2	NULL	1	2	2	2	1	1	1	1	0	0	0	0	11	0	5	0	2	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2583	060f8056-eea7-45a3-860a-586003c323b5	1	6	4	3	24	16	12	3	12	-10	16	-10	0	2	2	2	0	NULL	0	0	0	33	3	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	1	0	7	3	8	2	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	BASTOS	BASTOS	ESPADAS	BASTOS	COPAS	BASTOS	COPAS	NULL	BASTOS	NULL	NULL	0	0	0	0	12	20	-15	4	-15	-15	NULL	NULL	7	3	3	0	0	7	0	NULL	4	3	2	0	NULL	2583	-1	0	0	0	2	0	2	0	0	0	2	2	2	NULL	2	2	2	2	1	0	1	1	1	0	0	0	12	1	0	0	2	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2584	060f8056-eea7-45a3-860a-586003c323b5	2	24	6	6	50	7	6	6	7	24	6	6	50	2	1	2	0	NULL	0	0	0	23	21	0	0	0	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	3	2	3	0	2	4	3	8	3	15	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	NULL	NULL	NULL	31	31	OURO	OURO	ESPADAS	BASTOS	BASTOS	BASTOS	ESPADAS	BASTOS	OURO	BASTOS	OURO	BASTOS	0	0	0	0	7	7	-15	4	46	4	NULL	NULL	20	7	7	5	0	4	4	NULL	0	0	1	0	NULL	2584	-4	0	0	3	1	0	2	0	0	0	2	2	2	NULL	3	1	3	2	1	1	1	1	3	0	0	0	13	0	2	0	1	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
